time,average_temperature(°C),average_humidity(%),average_co2(ppm),average_illumination(lux)
2024-04-26 14:00:00,24.058988764044944,49.66947565543071,1099.4944444444445,65.88888888888889
2024-04-26 15:00:00,24.01351851851852,49.21111111111111,1206.6166666666666,66.16666666666667
2024-04-26 16:00:00,23.967228464419478,48.86610486891385,1304.0333333333333,65.73333333333333
2024-04-26 17:00:00,24.045131086142323,49.11048689138576,1352.7833333333333,66.65555555555555
2024-04-26 18:00:00,23.99204545454546,50.334280303030305,1441.127777777778,64.9
2024-04-26 19:00:00,23.987222222222222,49.452777777777776,1324.0166666666667,66.91111111111111
2024-04-26 20:00:00,23.787592592592592,51.40555555555556,1248.822222222222,65.74444444444444
2024-04-26 21:00:00,23.614794007490637,52.51029962546817,1271.9666666666667,68.21111111111111
2024-04-26 22:00:00,23.691481481481485,51.80740740740741,1328.9555555555555,67.95555555555556
2024-04-26 23:00:00,23.799812734082398,51.58520599250936,1331.861111111111,67.28888888888889
2024-04-27 00:00:00,23.666111111111114,51.52777777777778,1210.8833333333334,6.2555555555555555
2024-04-27 01:00:00,23.47378277153558,51.720037453183515,1072.7166666666667,0.0
2024-04-27 02:00:00,23.32611111111111,51.827777777777776,972.8833333333333,0.0
2024-04-27 03:00:00,23.243820224719105,51.85674157303371,903.5833333333334,0.0
2024-04-27 04:00:00,23.15674157303371,51.79494382022472,842.2388888888889,0.0
2024-04-27 05:00:00,23.078703703703706,51.74259259259259,794.6111111111111,0.0
2024-04-27 06:00:00,23.030337078651687,51.65449438202247,757.5944444444444,1.55
2024-04-27 07:00:00,23.011111111111113,51.57222222222222,722.5833333333334,1.0
2024-04-27 08:00:00,23.07827715355805,51.57022471910113,689.2666666666667,1.0166666666666666
2024-04-27 09:00:00,23.231666666666666,51.4962962962963,666.811111111111,1.0
2024-04-27 10:00:00,23.433520599250937,51.37921348314607,651.45,0.9666666666666667
2024-04-27 11:00:00,23.53833333333333,51.080555555555556,635.7,1.0
2024-04-27 12:00:00,23.6,50.59444444444444,622.7388888888889,1.0
2024-04-27 13:00:00,23.591011235955055,50.09550561797753,615.1333333333333,1.0
2024-04-27 14:00:00,23.542407407407406,49.87777777777778,610.911111111111,25.544444444444444
2024-04-27 15:00:00,23.32134831460674,48.85767790262172,681.4277777777777,58.10555555555556
2024-04-27 16:00:00,23.144074074074073,48.21574074074074,769.938888888889,61.666666666666664
2024-04-27 17:00:00,23.05131086142322,48.235955056179776,818.188888888889,60.35555555555556
2024-04-27 18:00:00,23.452222222222225,48.25,769.2944444444444,32.31666666666667
2024-04-27 19:00:00,23.669662921348312,48.38483146067416,736.0277777777777,7.833333333333333
2024-04-27 20:00:00,22.86111111111111,49.09444444444444,709.4222222222222,59.2
2024-04-27 21:00:00,22.513703703703705,50.58518518518519,702.1777777777777,59.06666666666667
2024-04-27 22:00:00,22.373643410852715,50.55038759689922,720.2888888888889,59.0
2024-04-27 23:00:00,22.236851851851853,51.044444444444444,713.6166666666667,51.1
2024-04-28 00:00:00,22.140823970037452,51.44662921348315,697.088888888889,0.0
2024-04-28 01:00:00,21.99888888888889,51.38148148148148,666.8333333333334,0.0
2024-04-28 02:00:00,21.867992424242427,51.12784090909091,650.438888888889,0.0
2024-04-28 03:00:00,21.735795454545453,50.972537878787875,637.1833333333333,0.0
2024-04-28 04:00:00,21.646851851851853,50.76481481481481,621.8833333333333,0.0
2024-04-28 05:00:00,21.61067415730337,50.6376404494382,609.8888888888889,0.26666666666666666
2024-04-28 06:00:00,21.54277777777778,50.522222222222226,600.4333333333333,1.3
2024-04-28 07:00:00,21.56385767790262,50.87078651685393,590.8333333333334,1.0
